N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,186.0,0.3059411370001044,0.3354689510000526,0.0012663017588294,1.0127417524083422,2.5881672131257063
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,91.0,0.2765749000000141,0.3068722729999535,0.0012661960952061,1.0126572465136923,2.829352197616569
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,57.0,0.811935978000065,0.841489632000048,0.001265552545214,1.0121425588081612,1.0318008766624478
1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,26.0,4.751284423999891,4.781605334999995,0.0012665877503904,1.0129704779807753,0.18158122203115937
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q64,1024.0,1369.0,64.0,294.0,0.6442366919999358,0.6742865850000044,0.0012658830458415,1.012406881101274,1.2876568499431211
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_1024_q128,1024.0,1369.0,128.0,116.0,0.4492052829999693,0.4792521990000296,0.0012631436138993,1.010215983800214,1.8116760691169131
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q64,2048.0,2601.0,64.0,263.0,0.5768623219998972,0.6067653349999773,0.0012655131134575,1.0121110227339989,1.4309481605438825
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q128,2048.0,2601.0,128.0,135.0,0.4830705159999979,0.5127234839999346,0.0012634089671682,1.0104282036227636,1.6934073961787186
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,93.0,0.533639649999941,0.5640042079999148,0.0012619118619454,1.0092308737159648,1.5394384078782288
1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q128,4096.0,5329.0,128.0,134.0,0.488008620999949,0.5175540729999284,0.0012659554833783,1.0124648139892667,1.6776019845952026
